id,version,block,emotionapi,imgfilename,participant,imgfps,imgtimestamp,anger,joy,sorrow,surprise,unknown,detection
59626aa2fbc5be35a4a08af5,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-2492.jpg,1,3fps,imgtimestamp,0,0,0,0,99.38255548477173,true
59626aa2fbc5be35a4a08af6,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-450.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99118447303772,true
59626aa2fbc5be35a4a08af7,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1061.jpg,1,3fps,imgtimestamp,0,99.96529817581177,0,0,0,true
59626aa2fbc5be35a4a08af8,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1323.jpg,1,3fps,imgtimestamp,0,0,0,0,99.2285966873169,true
59626aa2fbc5be35a4a08af9,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-2020.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99929666519165,true
59626aa2fbc5be35a4a08afa,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1198.jpg,1,3fps,imgtimestamp,0,0,0,0,99.94732141494751,true
59626aa2fbc5be35a4a08afb,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1188.jpg,1,3fps,imgtimestamp,0,0,0,0,99.93547797203064,true
59626aa2fbc5be35a4a08afc,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-657.jpg,1,3fps,imgtimestamp,0,0,0,0,99.1154432296753,true
59626aa3fbc5be35a4a08afd,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1132.jpg,1,3fps,imgtimestamp,0,0,0,0,99.86593127250671,true
59626aa3fbc5be35a4a08afe,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-2030.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99923706054688,true
59626aa3fbc5be35a4a08aff,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-939.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99769926071167,true
59626aa3fbc5be35a4a08b00,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-2578.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99926090240479,true
59626aa3fbc5be35a4a08b01,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-283.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99070763587952,true
59626aa3fbc5be35a4a08b02,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-2371.jpg,1,3fps,imgtimestamp,0,0,0,0,99.93908405303955,true
59626aa3fbc5be35a4a08b03,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1111.jpg,1,3fps,imgtimestamp,0,99.68481063842773,0,0,0,true
59626aa4fbc5be35a4a08b05,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-319.jpg,1,3fps,imgtimestamp,0,0,0,0,99.93011951446533,true
59626aa4fbc5be35a4a08b06,1,1,google-vision,./screenshots/3fps/cee80501-e64a-4b8b-bf84-c472ae4e0522-1248.jpg,1,3fps,imgtimestamp,0,0,0,0,99.99246001243591,true
